********,******(),*****()*,****()**,****()(),***()***,***()*(),***()()*,**()****,**()**(),**()*()*,**()()**,**()()(),*()*****,*()***(),*()**()*,*()*()**,*()*()(),*()()***,*()()*(),*()()()*,()******,()****(),()***()*,()**()**,()**()(),()*()***,()*()*(),()*()()*,()()****,()()**(),()()*()*,()()()**,()()()()
13254768,13254786,13254678,[13257468],[13257486],13245768,13245786,13245678,[13524768],[13524786],[13524678],[13527468],[13527486],12354768,12354786,12354678,[12357468],[12357486],12345768,12345786,12345678,31254768,31254786,31254678,[31257468],[31257486],31245768,31245786,31245678,[31524768],[31524786],[31524678],[31527468],[31527486]
37241856,37241865,37241586,[37248156],[37248165],37214856,37214865,37214586,37421856,37421865,37421586,[37428156],[37428165],32741856,32741865,32741586,[32748156],[32748165],[32714856],[32714865],[32714586],73241856,73241865,73241586,[73248156],[73248165],73214856,73214865,73214586,73421856,73421865,73421586,[73428156],[73428165]
37251648,37251684,37251468,37256148,[37256184],37215648,37215684,37215468,37521648,37521684,37521468,[37526148],[37526184],32751648,32751684,32751468,32756148,[32756184],[32715648],[32715684],[32715468],73251648,73251684,73251468,73256148,[73256184],73215648,73215684,73215468,73521648,73521684,73521468,[73526148],[73526184]
37251846,37251864,37251486,37258146,[37258164],37215846,37215864,37215486,37521846,37521864,37521486,[37528146],[37528164],32751846,32751864,32751486,32758146,[32758164],[32715846],[32715864],[32715486],73251846,73251864,73251486,73258146,[73258164],73215846,73215864,73215486,73521846,73521864,73521486,[73528146],[73528164]
37254618,37254681,37254168,37256418,37256481,37245618,37245681,37245168,37524618,37524681,37524168,[37526418],[37526481],32754618,32754681,32754168,32756418,32756481,32745618,32745681,32745168,73254618,73254681,73254168,73256418,73256481,73245618,73245681,73245168,73524618,73524681,73524168,[73526418],[73526481]
37254816,37254861,37254186,37258416,37258461,37245816,37245861,37245186,37524816,37524861,37524186,[37528416],[37528461],32754816,32754861,32754186,32758416,32758461,32745816,32745861,32745186,73254816,73254861,73254186,73258416,73258461,73245816,73245861,73245186,73524816,73524861,73524186,[73528416],[73528461]
37261548,37261584,37261458,37265148,[37265184],37216548,37216584,37216458,37621548,37621584,37621458,37625148,[37625184],32761548,32761584,32761458,32765148,[32765184],[32716548],[32716584],[32716458],73261548,73261584,73261458,73265148,[73265184],73216548,73216584,73216458,73621548,73621584,73621458,73625148,[73625184]
37261845,37261854,37261485,37268145,37268154,37216845,37216854,37216485,37621845,37621854,37621485,[37628145],[37628154],32761845,32761854,32761485,32768145,32768154,[32716845],[32716854],[32716485],73261845,73261854,73261485,73268145,73268154,73216845,73216854,73216485,73621845,73621854,73621485,[73628145],[73628154]
37264518,37264581,37264158,37265418,37265481,37246518,37246581,[37246158],37624518,37624581,37624158,37625418,37625481,32764518,32764581,32764158,32765418,32765481,32746518,32746581,[32746158],73264518,73264581,73264158,73265418,73265481,73246518,73246581,[73246158],73624518,73624581,73624158,73625418,73625481
37264815,37264851,37264185,37268415,37268451,37246815,37246851,[37246185],37624815,37624851,37624185,[37628415],[37628451],32764815,32764851,32764185,32768415,32768451,32746815,32746851,[32746185],73264815,73264851,73264185,73268415,73268451,73246815,73246851,[73246185],73624815,73624851,73624185,[73628415],[73628451]
37265814,37265841,[37265184],37268514,37268541,37256814,37256841,[37256184],37625814,37625841,[37625184],[37628514],[37628541],32765814,32765841,[32765184],32768514,32768541,32756814,32756841,[32756184],73265814,73265841,[73265184],73268514,73268541,73256814,73256841,[73256184],73625814,73625841,[73625184],[73628514],[73628541]
37281546,37281564,37281456,37285146,[37285164],37218546,37218564,37218456,37821546,37821564,37821456,37825146,[37825164],32781546,32781564,32781456,32785146,[32785164],[32718546],[32718564],[32718456],73281546,73281564,73281456,73285146,[73285164],73218546,73218564,73218456,73821546,73821564,73821456,[73825146],[73825164]
37281645,37281654,37281465,37286145,37286154,37218645,37218654,37218465,37821645,37821654,37821465,37826145,37826154,32781645,32781654,32781465,32786145,32786154,[32718645],[32718654],[32718465],73281645,73281654,73281465,73286145,73286154,73218645,73218654,73218465,73821645,73821654,73821465,[73826145],[73826154]
37284516,37284561,37284156,37285416,37285461,37248516,37248561,[37248156],37824516,37824561,37824156,37825416,37825461,32784516,32784561,32784156,32785416,32785461,32748516,32748561,[32748156],73284516,73284561,73284156,73285416,73285461,73248516,73248561,[73248156],[73824516],[73824561],[73824156],[73825416],[73825461]
37284615,37284651,37284165,37286415,37286451,37248615,37248651,[37248165],37824615,37824651,37824165,37826415,37826451,32784615,32784651,32784165,32786415,32786451,32748615,32748651,[32748165],73284615,73284651,73284165,73286415,73286451,73248615,73248651,[73248165],[73824615],[73824651],[73824165],[73826415],[73826451]
37285614,37285641,[37285164],37286514,37286541,37258614,37258641,[37258164],37825614,37825641,[37825164],37826514,37826541,32785614,32785641,[32785164],32786514,32786541,32758614,32758641,[32758164],73285614,73285641,[73285164],73286514,73286541,73258614,73258641,[73258164],[73825614],[73825641],[73825164],[73826514],[73826541]
37451628,37451682,37451268,37456128,[37456182],37415628,37415682,37415268,37541628,37541682,37541268,37546128,[37546182],34751628,34751682,34751268,34756128,[34756182],[34715628],[34715682],[34715268],73451628,73451682,73451268,73456128,[73456182],73415628,73415682,73415268,73541628,73541682,73541268,73546128,[73546182]
37451826,37451862,37451286,37458126,[37458162],37415826,37415862,37415286,37541826,37541862,37541286,37548126,[37548162],34751826,34751862,34751286,34758126,[34758162],[34715826],[34715862],[34715286],73451826,73451862,73451286,73458126,[73458162],73415826,73415862,73415286,73541826,73541862,73541286,73548126,[73548162]
37452618,37452681,37452168,37456218,37456281,37425618,37425681,37425168,37542618,37542681,37542168,37546218,37546281,34752618,34752681,34752168,34756218,34756281,[34725618],[34725681],[34725168],73452618,73452681,73452168,73456218,73456281,73425618,73425681,73425168,73542618,73542681,73542168,73546218,73546281
37452816,37452861,37452186,37458216,37458261,37425816,37425861,37425186,37542816,37542861,37542186,37548216,37548261,34752816,34752861,34752186,34758216,34758261,[34725816],[34725861],[34725186],73452816,73452861,73452186,73458216,73458261,73425816,73425861,73425186,73542816,73542861,73542186,73548216,73548261
37461528,37461582,37461258,37465128,[37465182],37416528,37416582,[37416258],37641528,37641582,37641258,37645128,[37645182],34761528,34761582,34761258,34765128,[34765182],[34716528],[34716582],[34716258],73461528,73461582,73461258,73465128,[73465182],73416528,73416582,[73416258],73641528,73641582,73641258,73645128,[73645182]
37461825,37461852,37461285,37468125,37468152,37416825,37416852,[37416285],37641825,37641852,37641285,37648125,[37648152],34761825,34761852,34761285,34768125,34768152,[34716825],[34716852],[34716285],73461825,73461852,73461285,73468125,73468152,73416825,73416852,[73416285],73641825,73641852,73641285,73648125,[73648152]
37462518,37462581,37462158,37465218,37465281,37426518,37426581,[37426158],37642518,37642581,37642158,37645218,37645281,34762518,34762581,34762158,34765218,34765281,[34726518],[34726581],[34726158],73462518,73462581,73462158,73465218,73465281,73426518,73426581,[73426158],73642518,73642581,73642158,73645218,73645281
37462815,37462851,37462185,37468215,37468251,37426815,37426851,[37426185],37642815,37642851,37642185,37648215,37648251,34762815,34762851,34762185,34768215,34768251,[34726815],[34726851],[34726185],73462815,73462851,73462185,73468215,73468251,73426815,73426851,[73426185],73642815,73642851,73642185,73648215,73648251
37465812,37465821,[37465182],37468512,37468521,37456812,37456821,[37456182],37645812,37645821,[37645182],[37648512],[37648521],34765812,34765821,[34765182],34768512,34768521,34756812,34756821,[34756182],73465812,73465821,[73465182],73468512,73468521,73456812,73456821,[73456182],73645812,73645821,[73645182],[73648512],[73648521]
37481526,37481562,37481256,37485126,[37485162],37418526,37418562,[37418256],37841526,37841562,37841256,37845126,[37845162],34781526,34781562,34781256,34785126,[34785162],[34718526],[34718562],[34718256],73481526,73481562,73481256,73485126,[73485162],73418526,73418562,[73418256],[73841526],[73841562],[73841256],[73845126],[73845162]
37481625,37481652,37481265,37486125,37486152,37418625,37418652,[37418265],37841625,37841652,37841265,37846125,37846152,34781625,34781652,34781265,34786125,34786152,[34718625],[34718652],[34718265],73481625,73481652,73481265,73486125,73486152,73418625,73418652,[73418265],[73841625],[73841652],[73841265],[73846125],[73846152]
37482516,37482561,37482156,37485216,37485261,37428516,37428561,[37428156],37842516,37842561,37842156,37845216,37845261,34782516,34782561,34782156,34785216,34785261,[34728516],[34728561],[34728156],73482516,73482561,73482156,73485216,73485261,73428516,73428561,[73428156],[73842516],[73842561],[73842156],[73845216],[73845261]
37482615,37482651,37482165,37486215,37486251,37428615,37428651,[37428165],37842615,37842651,37842165,37846215,37846251,34782615,34782651,34782165,34786215,34786251,[34728615],[34728651],[34728165],73482615,73482651,73482165,73486215,73486251,73428615,73428651,[73428165],[73842615],[73842651],[73842165],[73846215],[73846251]
37485612,37485621,[37485162],37486512,37486521,37458612,37458621,[37458162],37845612,37845621,[37845162],37846512,37846521,34785612,34785621,[34785162],34786512,34786521,34758612,34758621,[34758162],73485612,73485621,[73485162],73486512,73486521,73458612,73458621,[73458162],[73845612],[73845621],[73845162],[73846512],[73846521]
37561428,37561482,37561248,37564128,[37564182],[37516428],[37516482],[37516248],37651428,37651482,37651248,37654128,[37654182],35761428,35761482,35761248,35764128,[35764182],[35716428],[35716482],[35716248],73561428,73561482,73561248,73564128,[73564182],[73516428],[73516482],[73516248],73651428,73651482,73651248,73654128,[73654182]
37561824,37561842,37561284,37568124,37568142,37516824,37516842,[37516284],37651824,37651842,37651284,37658124,37658142,35761824,35761842,35761284,35768124,35768142,[35716824],[35716842],[35716284],73561824,73561842,73561284,73568124,73568142,73516824,73516842,[73516284],73651824,73651842,73651284,73658124,73658142
37562418,37562481,37562148,37564218,37564281,[37526418],[37526481],[37526148],37652418,37652481,37652148,37654218,37654281,35762418,35762481,35762148,35764218,35764281,[35726418],[35726481],[35726148],73562418,73562481,73562148,73564218,73564281,[73526418],[73526481],[73526148],73652418,73652481,73652148,73654218,73654281
37562814,37562841,37562184,37568214,37568241,37526814,37526841,[37526184],37652814,37652841,37652184,37658214,37658241,35762814,35762841,35762184,35768214,35768241,[35726814],[35726841],[35726184],73562814,73562841,73562184,73568214,73568241,73526814,73526841,[73526184],73652814,73652841,73652184,73658214,73658241
37564812,37564821,[37564182],37568412,37568421,37546812,37546821,[37546182],37654812,37654821,[37654182],37658412,37658421,35764812,35764821,[35764182],35768412,35768421,[35746812],[35746821],[35746182],73564812,73564821,[73564182],73568412,73568421,73546812,73546821,[73546182],73654812,73654821,[73654182],73658412,73658421
37581426,37581462,37581246,37584126,[37584162],[37518426],[37518462],[37518246],37851426,37851462,37851246,37854126,[37854162],35781426,35781462,35781246,35784126,[35784162],[35718426],[35718462],[35718246],73581426,73581462,73581246,73584126,[73584162],[73518426],[73518462],[73518246],[73851426],[73851462],[73851246],[73854126],[73854162]
37581624,37581642,37581264,37586124,37586142,37518624,37518642,[37518264],37851624,37851642,37851264,37856124,37856142,35781624,35781642,35781264,35786124,35786142,[35718624],[35718642],[35718264],73581624,73581642,73581264,73586124,73586142,73518624,73518642,[73518264],[73851624],[73851642],[73851264],[73856124],[73856142]
37582416,37582461,37582146,37584216,37584261,[37528416],[37528461],[37528146],37852416,37852461,37852146,37854216,37854261,35782416,35782461,35782146,35784216,35784261,[35728416],[35728461],[35728146],73582416,73582461,73582146,73584216,73584261,[73528416],[73528461],[73528146],[73852416],[73852461],[73852146],[73854216],[73854261]
37582614,37582641,37582164,37586214,37586241,37528614,37528641,[37528164],37852614,37852641,37852164,37856214,37856241,35782614,35782641,35782164,35786214,35786241,[35728614],[35728641],[35728164],73582614,73582641,73582164,73586214,73586241,73528614,73528641,[73528164],[73852614],[73852641],[73852164],[73856214],[73856241]
37584612,37584621,[37584162],37586412,37586421,37548612,37548621,[37548162],37854612,37854621,[37854162],37856412,37856421,35784612,35784621,[35784162],35786412,35786421,[35748612],[35748621],[35748162],73584612,73584621,[73584162],73586412,73586421,73548612,73548621,[73548162],[73854612],[73854621],[73854162],[73856412],[73856421]
37681425,37681452,37681245,37684125,[37684152],[37618425],[37618452],[37618245],37861425,37861452,37861245,37864125,[37864152],36781425,36781452,36781245,36784125,[36784152],[36718425],[36718452],[36718245],73681425,73681452,73681245,73684125,[73684152],[73618425],[73618452],[73618245],[73861425],[73861452],[73861245],[73864125],[73864152]
37681524,37681542,37681254,37685124,37685142,[37618524],[37618542],[37618254],37861524,37861542,37861254,37865124,37865142,36781524,36781542,36781254,36785124,36785142,[36718524],[36718542],[36718254],73681524,73681542,73681254,73685124,73685142,[73618524],[73618542],[73618254],[73861524],[73861542],[73861254],[73865124],[73865142]
37682415,37682451,37682145,37684215,37684251,[37628415],[37628451],[37628145],37862415,37862451,37862145,37864215,37864251,36782415,36782451,36782145,36784215,36784251,[36728415],[36728451],[36728145],73682415,73682451,73682145,73684215,73684251,[73628415],[73628451],[73628145],[73862415],[73862451],[73862145],[73864215],[73864251]
37682514,37682541,37682154,37685214,37685241,[37628514],[37628541],[37628154],37862514,37862541,37862154,37865214,37865241,36782514,36782541,36782154,36785214,36785241,[36728514],[36728541],[36728154],73682514,73682541,73682154,73685214,73685241,[73628514],[73628541],[73628154],[73862514],[73862541],[73862154],[73865214],[73865241]
37684512,37684521,[37684152],37685412,37685421,[37648512],[37648521],[37648152],37864512,37864521,[37864152],37865412,37865421,36784512,36784521,[36784152],36785412,36785421,[36748512],[36748521],[36748152],73684512,73684521,[73684152],73685412,73685421,[73648512],[73648521],[73648152],[73864512],[73864521],[73864152],[73865412],[73865421]
38142657,38142675,38142567,[38146257],[38146275],38124657,38124675,38124567,38412657,38412675,38412567,[38416257],[38416275],31842657,31842675,31842567,[31846257],[31846275],[31824657],[31824675],[31824567],83142657,83142675,83142567,[83146257],[83146275],83124657,83124675,83124567,83412657,83412675,83412567,[83416257],[83416275]
